filename,N/S
images\augmented\22_8_flip3.jpg,0
images\augmented\22_8_flip4.jpg,0
images\augmented\22_8_gray.jpg,0
images\augmented\22_8_original.jpg,0
images\augmented\22_8_sobel.jpg,0
images\augmented\22_9_flip.jpg,0
images\augmented\22_9_flip3.jpg,0
images\augmented\22_9_flip4.jpg,0
images\augmented\22_9_gray.jpg,0
images\augmented\22_9_original.jpg,0
images\augmented\22_9_sobel.jpg,0
images\augmented\23_1_flip.jpg,0
images\augmented\23_1_flip3.jpg,0
images\augmented\23_1_flip4.jpg,0
images\augmented\23_1_gray.jpg,0
images\augmented\23_1_original.jpg,0
images\augmented\23_1_sobel.jpg,0
images\augmented\23_3_flip.jpg,0
images\augmented\23_3_flip3.jpg,0
images\augmented\23_3_flip4.jpg,0
images\augmented\23_3_gray.jpg,0
images\augmented\23_3_original.jpg,0
images\augmented\23_3_sobel.jpg,0
images\augmented\23_5_flip.jpg,0
images\augmented\23_5_flip3.jpg,0
images\augmented\23_5_flip4.jpg,0
images\augmented\23_5_gray.jpg,0
images\augmented\23_5_original.jpg,0
images\augmented\23_5_sobel.jpg,0
images\augmented\23_6_flip.jpg,0
images\augmented\23_6_flip3.jpg,0
images\augmented\23_6_flip4.jpg,0
images\augmented\23_6_gray.jpg,0
images\augmented\23_6_original.jpg,0
images\augmented\23_6_sobel.jpg,0
images\augmented\23_7_flip.jpg,0
images\augmented\23_7_flip3.jpg,0
images\augmented\23_7_flip4.jpg,0
images\augmented\23_7_gray.jpg,0
images\augmented\23_7_original.jpg,0
images\augmented\23_7_sobel.jpg,0
images\augmented\23_8_flip.jpg,0
images\augmented\23_8_flip3.jpg,0
images\augmented\23_8_flip4.jpg,0
images\augmented\23_8_gray.jpg,0
images\augmented\23_8_original.jpg,0
images\augmented\23_8_sobel.jpg,0
images\augmented\23_9_flip.jpg,0
images\augmented\23_9_flip3.jpg,0
images\augmented\23_9_flip4.jpg,0
images\augmented\23_9_gray.jpg,0
images\augmented\23_9_original.jpg,0
images\augmented\23_9_sobel.jpg,0
images\augmented\24_1_flip.jpg,0
images\augmented\24_1_flip3.jpg,0
images\augmented\24_1_flip4.jpg,0
images\augmented\24_1_gray.jpg,0
images\augmented\24_1_original.jpg,0
images\augmented\24_1_sobel.jpg,0
images\augmented\24_2_flip.jpg,0
images\augmented\24_2_flip3.jpg,0
images\augmented\24_2_flip4.jpg,0
images\augmented\24_2_gray.jpg,0
images\augmented\24_2_original.jpg,0
images\augmented\24_2_sobel.jpg,0
images\augmented\24_3_flip.jpg,0
images\augmented\24_3_flip3.jpg,0
images\augmented\24_3_flip4.jpg,0
images\augmented\24_3_gray.jpg,0
images\augmented\24_3_original.jpg,0
images\augmented\24_3_sobel.jpg,0
images\augmented\24_4_flip.jpg,0
images\augmented\24_4_flip3.jpg,0
images\augmented\24_4_flip4.jpg,0
images\augmented\24_4_gray.jpg,0
images\augmented\24_4_original.jpg,0
images\augmented\24_4_sobel.jpg,0
images\augmented\24_5_flip.jpg,0
images\augmented\24_5_flip3.jpg,0
images\augmented\24_5_flip4.jpg,0
images\augmented\24_5_gray.jpg,0
images\augmented\24_5_original.jpg,0
images\augmented\24_5_sobel.jpg,0
images\augmented\24_6_flip.jpg,0
images\augmented\24_6_flip3.jpg,0
images\augmented\24_6_flip4.jpg,0
images\augmented\24_6_gray.jpg,0
images\augmented\24_6_original.jpg,0
images\augmented\24_6_sobel.jpg,0
images\augmented\24_8_flip.jpg,0
images\augmented\24_8_flip3.jpg,0
images\augmented\24_8_flip4.jpg,0
images\augmented\24_8_gray.jpg,0
images\augmented\24_8_original.jpg,0
images\augmented\24_8_sobel.jpg,0
images\augmented\24_9_flip.jpg,0
images\augmented\24_9_flip3.jpg,0
images\augmented\24_9_flip4.jpg,0
images\augmented\24_9_gray.jpg,0
images\augmented\24_9_original.jpg,0
images\augmented\24_9_sobel.jpg,0
images\augmented\26_1_flip.jpg,0
images\augmented\26_1_flip3.jpg,0
images\augmented\26_1_flip4.jpg,0
images\augmented\26_1_gray.jpg,0
images\augmented\26_1_original.jpg,0
images\augmented\26_1_sobel.jpg,0
images\augmented\26_2_flip.jpg,0
images\augmented\26_2_flip3.jpg,0
images\augmented\26_2_flip4.jpg,0
images\augmented\26_2_gray.jpg,0
images\augmented\26_2_original.jpg,0
images\augmented\26_2_sobel.jpg,0
images\augmented\26_3_flip.jpg,0
images\augmented\26_3_flip3.jpg,0
images\augmented\26_3_flip4.jpg,0
images\augmented\26_3_gray.jpg,0
images\augmented\26_3_original.jpg,0
images\augmented\26_3_sobel.jpg,0
images\augmented\26_4_flip.jpg,0
images\augmented\26_4_flip3.jpg,0
images\augmented\26_4_flip4.jpg,0
images\augmented\26_4_gray.jpg,0
images\augmented\26_4_original.jpg,0
images\augmented\26_4_sobel.jpg,0
images\augmented\26_5_flip.jpg,0
images\augmented\26_5_flip3.jpg,0
images\augmented\26_5_flip4.jpg,0
images\augmented\26_5_gray.jpg,0
images\augmented\26_5_original.jpg,0
images\augmented\26_5_sobel.jpg,0
images\augmented\26_6_flip.jpg,0
images\augmented\26_6_flip3.jpg,0
images\augmented\26_6_flip4.jpg,0
images\augmented\26_6_gray.jpg,0
images\augmented\26_6_original.jpg,0
images\augmented\26_6_sobel.jpg,0
images\augmented\26_7_flip.jpg,0
images\augmented\26_7_flip3.jpg,0
images\augmented\26_7_flip4.jpg,0
images\augmented\26_7_gray.jpg,0
images\augmented\26_7_original.jpg,0
images\augmented\26_7_sobel.jpg,0
images\augmented\26_8_flip.jpg,0
images\augmented\26_8_flip3.jpg,0
images\augmented\26_8_flip4.jpg,0
images\augmented\26_8_gray.jpg,0
images\augmented\26_8_original.jpg,0
images\augmented\26_8_sobel.jpg,0
images\augmented\26_9_flip.jpg,0
images\augmented\26_9_flip3.jpg,0
images\augmented\26_9_flip4.jpg,0
images\augmented\26_9_gray.jpg,0
images\augmented\26_9_original.jpg,0
images\augmented\26_9_sobel.jpg,0
images\augmented\27_1_flip.jpg,0
images\augmented\27_1_flip3.jpg,0
images\augmented\27_1_flip4.jpg,0
images\augmented\27_1_gray.jpg,0
images\augmented\27_1_original.jpg,0
images\augmented\27_1_sobel.jpg,0
images\augmented\27_2_flip.jpg,0
images\augmented\27_2_flip3.jpg,0
images\augmented\27_2_flip4.jpg,0
images\augmented\27_2_gray.jpg,0
images\augmented\27_2_original.jpg,0
images\augmented\27_2_sobel.jpg,0
images\augmented\27_3_flip.jpg,0
images\augmented\27_3_flip3.jpg,0
images\augmented\27_3_flip4.jpg,0
images\augmented\27_3_gray.jpg,0
images\augmented\27_3_original.jpg,0
images\augmented\27_3_sobel.jpg,0
images\augmented\27_5_flip.jpg,0
images\augmented\27_5_flip3.jpg,0
images\augmented\27_5_flip4.jpg,0
images\augmented\27_5_gray.jpg,0
images\augmented\27_5_original.jpg,0
images\augmented\27_5_sobel.jpg,0
images\augmented\27_6_flip.jpg,0
images\augmented\27_6_flip3.jpg,0
images\augmented\27_6_flip4.jpg,0
images\augmented\27_6_gray.jpg,0
images\augmented\27_6_original.jpg,0
images\augmented\27_6_sobel.jpg,0
images\augmented\27_7_flip.jpg,0
images\augmented\27_7_flip3.jpg,0
images\augmented\27_7_flip4.jpg,0
images\augmented\27_7_gray.jpg,0
images\augmented\27_7_original.jpg,0
images\augmented\27_7_sobel.jpg,0
images\augmented\27_8_flip.jpg,0
images\augmented\27_8_flip3.jpg,0
images\augmented\27_8_flip4.jpg,0
images\augmented\27_8_gray.jpg,0
images\augmented\27_8_original.jpg,0
images\augmented\27_8_sobel.jpg,0
images\augmented\27_9_flip.jpg,0
images\augmented\27_9_flip3.jpg,0
images\augmented\27_9_flip4.jpg,0
images\augmented\27_9_gray.jpg,0
images\augmented\27_9_original.jpg,0
images\augmented\27_9_sobel.jpg,0
images\augmented\28_1_flip.jpg,0
images\augmented\28_1_flip3.jpg,0
images\augmented\28_1_flip4.jpg,0
images\augmented\28_1_gray.jpg,0
images\augmented\28_1_original.jpg,0
images\augmented\28_1_sobel.jpg,0
images\augmented\28_2_flip.jpg,0
images\augmented\28_2_flip3.jpg,0
images\augmented\28_2_flip4.jpg,0
images\augmented\28_2_gray.jpg,0
images\augmented\28_2_original.jpg,0
images\augmented\28_2_sobel.jpg,0
images\augmented\28_3_flip.jpg,0
images\augmented\28_3_flip3.jpg,0
images\augmented\28_3_flip4.jpg,0
images\augmented\28_3_gray.jpg,0
images\augmented\28_3_original.jpg,0
images\augmented\28_3_sobel.jpg,0
images\augmented\28_4_flip.jpg,0
images\augmented\28_4_flip3.jpg,0
images\augmented\28_4_flip4.jpg,0
images\augmented\28_4_gray.jpg,0
images\augmented\28_4_original.jpg,0
images\augmented\28_4_sobel.jpg,0
images\augmented\28_5_flip.jpg,0
images\augmented\28_5_flip3.jpg,0
images\augmented\28_5_flip4.jpg,0
images\augmented\28_5_gray.jpg,0
images\augmented\28_5_original.jpg,0
images\augmented\28_5_sobel.jpg,0
images\augmented\28_7_flip.jpg,0
images\augmented\28_7_flip3.jpg,0
images\augmented\28_7_flip4.jpg,0
images\augmented\28_7_gray.jpg,0
images\augmented\28_7_original.jpg,0
images\augmented\28_7_sobel.jpg,0
images\augmented\28_8_flip.jpg,0
images\augmented\28_8_flip3.jpg,0
images\augmented\28_8_flip4.jpg,0
images\augmented\28_8_gray.jpg,0
images\augmented\28_8_original.jpg,0
images\augmented\28_8_sobel.jpg,0
images\augmented\28_9_flip.jpg,0
images\augmented\28_9_flip3.jpg,0
images\augmented\28_9_flip4.jpg,0
images\augmented\28_9_gray.jpg,0
images\augmented\28_9_original.jpg,0
images\augmented\28_9_sobel.jpg,0
images\augmented\29_1_flip.jpg,0
images\augmented\29_1_flip3.jpg,0
images\augmented\29_1_flip4.jpg,0
images\augmented\29_1_gray.jpg,0
images\augmented\29_1_original.jpg,0
images\augmented\29_1_sobel.jpg,0
images\augmented\29_2_flip.jpg,0
images\augmented\29_2_flip3.jpg,0
images\augmented\29_2_flip4.jpg,0
images\augmented\29_2_gray.jpg,0
images\augmented\29_2_original.jpg,0
images\augmented\29_2_sobel.jpg,0
images\augmented\29_3_flip.jpg,0
images\augmented\29_3_flip3.jpg,0
images\augmented\29_3_flip4.jpg,0
images\augmented\29_3_gray.jpg,0
images\augmented\29_3_original.jpg,0
images\augmented\29_3_sobel.jpg,0
images\augmented\29_4_flip.jpg,0
images\augmented\29_4_flip3.jpg,0
images\augmented\29_4_flip4.jpg,0
images\augmented\29_4_gray.jpg,0
images\augmented\29_4_original.jpg,0
images\augmented\29_4_sobel.jpg,0
images\augmented\29_5_flip.jpg,0
images\augmented\29_5_flip3.jpg,0
images\augmented\29_5_flip4.jpg,0
images\augmented\29_5_gray.jpg,0
images\augmented\29_5_original.jpg,0
images\augmented\29_5_sobel.jpg,0
images\augmented\29_6_flip.jpg,0
images\augmented\29_6_flip3.jpg,0
images\augmented\29_6_flip4.jpg,0
images\augmented\29_6_gray.jpg,0
images\augmented\29_6_original.jpg,0
images\augmented\29_6_sobel.jpg,0
images\augmented\29_7_flip.jpg,0
images\augmented\29_7_flip3.jpg,0
images\augmented\29_7_flip4.jpg,0
images\augmented\29_7_gray.jpg,0
images\augmented\29_7_original.jpg,0
images\augmented\29_7_sobel.jpg,0
images\augmented\29_9_flip.jpg,0
images\augmented\29_9_flip3.jpg,0
images\augmented\29_9_flip4.jpg,0
images\augmented\29_9_gray.jpg,0
images\augmented\29_9_original.jpg,0
images\augmented\29_9_sobel.jpg,0
images\augmented\31_1_flip.jpg,0
images\augmented\31_1_flip3.jpg,0
images\augmented\31_1_flip4.jpg,0
images\augmented\31_1_gray.jpg,0
images\augmented\31_1_original.jpg,0
images\augmented\31_1_sobel.jpg,0
images\augmented\31_2_flip.jpg,0
images\augmented\31_2_flip3.jpg,0
images\augmented\31_2_flip4.jpg,0
images\augmented\31_2_gray.jpg,0
images\augmented\31_2_original.jpg,0
images\augmented\31_2_sobel.jpg,0
images\augmented\31_3_flip.jpg,0
images\augmented\31_3_flip3.jpg,0
images\augmented\31_3_flip4.jpg,0
images\augmented\31_3_gray.jpg,0
images\augmented\31_3_original.jpg,0
images\augmented\31_3_sobel.jpg,0
images\augmented\31_4_flip.jpg,0
images\augmented\31_4_flip3.jpg,0
images\augmented\31_4_flip4.jpg,0
images\augmented\31_4_gray.jpg,0
images\augmented\31_4_original.jpg,0
images\augmented\31_4_sobel.jpg,0
images\augmented\31_5_flip.jpg,0
images\augmented\31_5_flip3.jpg,0
images\augmented\31_5_flip4.jpg,0
images\augmented\31_5_gray.jpg,0
images\augmented\31_5_original.jpg,0
images\augmented\31_5_sobel.jpg,0
images\augmented\31_6_flip.jpg,0
images\augmented\31_6_flip3.jpg,0
images\augmented\31_6_flip4.jpg,0
images\augmented\31_6_gray.jpg,0
images\augmented\31_6_original.jpg,0
images\augmented\31_6_sobel.jpg,0
images\augmented\31_7_flip.jpg,0
images\augmented\31_7_flip3.jpg,0
images\augmented\31_7_flip4.jpg,0
images\augmented\31_7_gray.jpg,0
images\augmented\31_7_original.jpg,0
images\augmented\31_7_sobel.jpg,0
images\augmented\31_8_flip.jpg,0
images\augmented\31_8_flip3.jpg,0
images\augmented\31_8_flip4.jpg,0
images\augmented\31_8_gray.jpg,0
images\augmented\31_8_original.jpg,0
images\augmented\31_8_sobel.jpg,0
images\augmented\31_9_flip.jpg,0
images\augmented\31_9_flip3.jpg,0
images\augmented\31_9_flip4.jpg,0
images\augmented\31_9_gray.jpg,0
images\augmented\31_9_original.jpg,0
images\augmented\31_9_sobel.jpg,0
images\augmented\32_1_flip.jpg,0
images\augmented\32_1_flip3.jpg,0
images\augmented\32_1_flip4.jpg,0
images\augmented\32_1_gray.jpg,0
images\augmented\32_1_original.jpg,0
images\augmented\32_1_sobel.jpg,0
images\augmented\32_2_flip.jpg,0
images\augmented\32_2_flip3.jpg,0
images\augmented\32_2_flip4.jpg,0
images\augmented\32_2_gray.jpg,0
images\augmented\32_2_original.jpg,0
images\augmented\32_2_sobel.jpg,0
images\augmented\32_3_flip.jpg,0
images\augmented\32_3_flip3.jpg,0
images\augmented\32_3_flip4.jpg,0
images\augmented\32_3_gray.jpg,0
images\augmented\32_3_original.jpg,0
images\augmented\32_3_sobel.jpg,0
images\augmented\32_4_flip.jpg,0
images\augmented\32_4_flip3.jpg,0
images\augmented\32_4_flip4.jpg,0
images\augmented\32_4_gray.jpg,0
images\augmented\32_4_original.jpg,0
images\augmented\32_4_sobel.jpg,0
images\augmented\32_5_flip.jpg,0
images\augmented\32_5_flip3.jpg,0
images\augmented\32_5_flip4.jpg,0
images\augmented\32_5_gray.jpg,0
images\augmented\32_5_original.jpg,0
images\augmented\32_5_sobel.jpg,0
images\augmented\32_7_flip.jpg,0
images\augmented\32_7_flip3.jpg,0
images\augmented\32_7_flip4.jpg,0
images\augmented\32_7_gray.jpg,0
images\augmented\32_7_original.jpg,0
images\augmented\32_7_sobel.jpg,0
images\augmented\32_8_flip.jpg,0
images\augmented\32_8_flip3.jpg,0
images\augmented\32_8_flip4.jpg,0
images\augmented\32_8_gray.jpg,0
images\augmented\32_8_original.jpg,0
images\augmented\32_8_sobel.jpg,0
images\augmented\32_9_flip.jpg,0
images\augmented\32_9_flip3.jpg,0
images\augmented\32_9_flip4.jpg,0
images\augmented\32_9_gray.jpg,0
images\augmented\32_9_original.jpg,0
images\augmented\32_9_sobel.jpg,0
images\augmented\33_1_flip.jpg,0
images\augmented\33_1_flip3.jpg,0
images\augmented\33_1_flip4.jpg,0
images\augmented\33_1_gray.jpg,0
images\augmented\33_1_original.jpg,0
images\augmented\33_1_sobel.jpg,0
images\augmented\33_2_flip.jpg,0
images\augmented\33_2_flip3.jpg,0
images\augmented\33_2_flip4.jpg,0
images\augmented\33_2_gray.jpg,0
images\augmented\33_2_original.jpg,0
images\augmented\33_2_sobel.jpg,0
images\augmented\33_3_flip.jpg,0
images\augmented\33_3_flip3.jpg,0
images\augmented\33_3_flip4.jpg,0
images\augmented\33_3_gray.jpg,0
images\augmented\33_3_original.jpg,0
images\augmented\33_3_sobel.jpg,0
images\augmented\33_4_flip.jpg,0
images\augmented\33_4_flip3.jpg,0
images\augmented\33_4_flip4.jpg,0
images\augmented\33_4_gray.jpg,0
images\augmented\33_4_original.jpg,0
images\augmented\33_4_sobel.jpg,0
images\augmented\33_5_flip.jpg,0
images\augmented\33_5_flip3.jpg,0
images\augmented\33_5_flip4.jpg,0
images\augmented\33_5_gray.jpg,0
images\augmented\33_5_original.jpg,0
images\augmented\33_5_sobel.jpg,0
images\augmented\33_6_flip.jpg,0
images\augmented\33_6_flip3.jpg,0
images\augmented\33_6_flip4.jpg,0
images\augmented\33_6_gray.jpg,0
images\augmented\33_6_original.jpg,0
images\augmented\33_6_sobel.jpg,0
images\augmented\33_7_flip.jpg,0
images\augmented\33_7_flip3.jpg,0
images\augmented\33_7_flip4.jpg,0
images\augmented\33_7_gray.jpg,0
images\augmented\33_7_original.jpg,0
images\augmented\33_7_sobel.jpg,0
images\augmented\33_8_flip.jpg,0
images\augmented\33_8_flip3.jpg,0
images\augmented\33_8_flip4.jpg,0
images\augmented\33_8_gray.jpg,0
images\augmented\33_8_original.jpg,0
images\augmented\33_8_sobel.jpg,0
images\augmented\34_1_flip.jpg,0
images\augmented\34_1_flip3.jpg,0
images\augmented\34_1_flip4.jpg,0
images\augmented\34_1_gray.jpg,0
images\augmented\34_1_original.jpg,0
images\augmented\34_1_sobel.jpg,0
images\augmented\34_2_flip.jpg,0
images\augmented\34_2_flip3.jpg,0
images\augmented\34_2_flip4.jpg,0
images\augmented\34_2_gray.jpg,0
images\augmented\34_2_original.jpg,0
images\augmented\34_2_sobel.jpg,0
images\augmented\34_3_flip.jpg,0
images\augmented\34_3_flip3.jpg,0
images\augmented\34_3_flip4.jpg,0
images\augmented\34_3_gray.jpg,0
images\augmented\34_3_original.jpg,0
images\augmented\34_3_sobel.jpg,0
images\augmented\34_4_flip.jpg,0
images\augmented\34_4_flip3.jpg,0
images\augmented\34_4_flip4.jpg,0
images\augmented\34_4_gray.jpg,0
images\augmented\34_4_original.jpg,0
images\augmented\34_4_sobel.jpg,0
images\augmented\34_5_flip.jpg,0
images\augmented\34_5_flip3.jpg,0
images\augmented\34_5_flip4.jpg,0
images\augmented\34_5_gray.jpg,0
images\augmented\34_5_original.jpg,0
images\augmented\34_5_sobel.jpg,0
images\augmented\34_6_flip.jpg,0
images\augmented\34_6_flip3.jpg,0
images\augmented\34_6_flip4.jpg,0
images\augmented\34_6_gray.jpg,0
images\augmented\34_6_original.jpg,0
images\augmented\34_6_sobel.jpg,0
images\augmented\34_8_flip.jpg,0
images\augmented\34_8_flip3.jpg,0
images\augmented\34_8_flip4.jpg,0
images\augmented\34_8_gray.jpg,0
images\augmented\34_8_original.jpg,0
images\augmented\34_8_sobel.jpg,0
images\augmented\34_9_flip.jpg,0
images\augmented\34_9_flip3.jpg,0
images\augmented\34_9_flip4.jpg,0
images\augmented\34_9_gray.jpg,0
images\augmented\34_9_original.jpg,0
images\augmented\34_9_sobel.jpg,0
images\augmented\36_1_flip.jpg,0
images\augmented\36_1_flip3.jpg,0
images\augmented\36_1_flip4.jpg,0
images\augmented\36_1_gray.jpg,0
images\augmented\36_1_original.jpg,0
images\augmented\36_1_sobel.jpg,0
images\augmented\36_2_flip.jpg,0
images\augmented\36_2_flip3.jpg,0
images\augmented\36_2_flip4.jpg,0
images\augmented\36_2_gray.jpg,0
images\augmented\36_2_original.jpg,0
images\augmented\36_2_sobel.jpg,0
images\augmented\36_3_flip.jpg,0
images\augmented\36_3_flip3.jpg,0
images\augmented\36_3_flip4.jpg,0
images\augmented\36_3_gray.jpg,0
images\augmented\36_3_original.jpg,0
images\augmented\36_3_sobel.jpg,0
images\augmented\36_4_flip.jpg,0
images\augmented\36_4_flip3.jpg,0
images\augmented\36_4_flip4.jpg,0
images\augmented\36_4_gray.jpg,0
images\augmented\36_4_original.jpg,0
images\augmented\36_4_sobel.jpg,0
images\augmented\36_5_flip.jpg,0
images\augmented\36_5_flip3.jpg,0
images\augmented\36_5_flip4.jpg,0
images\augmented\36_5_gray.jpg,0
images\augmented\36_5_original.jpg,0
images\augmented\36_5_sobel.jpg,0
images\augmented\36_6_flip.jpg,0
images\augmented\36_6_flip3.jpg,0
images\augmented\36_6_flip4.jpg,0
images\augmented\36_6_gray.jpg,0
images\augmented\36_6_original.jpg,0
images\augmented\36_6_sobel.jpg,0
images\augmented\36_7_flip.jpg,0
images\augmented\36_7_flip3.jpg,0
images\augmented\36_7_flip4.jpg,0
images\augmented\36_7_gray.jpg,0
images\augmented\36_7_original.jpg,0
images\augmented\36_7_sobel.jpg,0
images\augmented\37_1_flip.jpg,1
images\augmented\37_1_flip3.jpg,1
images\augmented\37_1_flip4.jpg,1
images\augmented\37_1_gray.jpg,1
images\augmented\37_1_original.jpg,1
images\augmented\37_1_sobel.jpg,1
images\augmented\37_3_flip.jpg,1
images\augmented\37_3_flip3.jpg,1
images\augmented\37_3_flip4.jpg,1
images\augmented\37_3_gray.jpg,1
images\augmented\37_3_original.jpg,1
images\augmented\37_3_sobel.jpg,1
images\augmented\37_4_flip.jpg,1
images\augmented\37_4_flip3.jpg,1
images\augmented\37_4_flip4.jpg,1
images\augmented\37_4_gray.jpg,1
images\augmented\37_4_original.jpg,1
images\augmented\37_4_sobel.jpg,1
images\augmented\37_5_flip.jpg,1
images\augmented\37_5_flip3.jpg,1
images\augmented\37_5_flip4.jpg,1
images\augmented\37_5_gray.jpg,1
images\augmented\37_5_original.jpg,1
images\augmented\37_5_sobel.jpg,1
images\augmented\37_6_flip.jpg,1
images\augmented\37_6_flip3.jpg,1
images\augmented\37_6_flip4.jpg,1
images\augmented\37_6_gray.jpg,1
images\augmented\37_6_original.jpg,1
images\augmented\37_6_sobel.jpg,1
images\augmented\37_7_flip.jpg,1
images\augmented\37_7_flip3.jpg,1
images\augmented\37_7_flip4.jpg,1
images\augmented\37_7_gray.jpg,1
images\augmented\37_7_original.jpg,1
images\augmented\37_7_sobel.jpg,1
images\augmented\37_9_flip.jpg,1
images\augmented\37_9_flip3.jpg,1
images\augmented\37_9_flip4.jpg,1
images\augmented\37_9_gray.jpg,1
images\augmented\37_9_original.jpg,1
images\augmented\37_9_sobel.jpg,1
images\augmented\38_1_flip.jpg,1
images\augmented\38_1_flip3.jpg,1
images\augmented\38_1_flip4.jpg,1
images\augmented\38_1_gray.jpg,1
images\augmented\38_1_original.jpg,1
images\augmented\38_1_sobel.jpg,1
images\augmented\38_3_flip.jpg,1
images\augmented\38_3_flip3.jpg,1
images\augmented\38_3_flip4.jpg,1
images\augmented\38_3_gray.jpg,1
images\augmented\38_3_original.jpg,1
images\augmented\38_3_sobel.jpg,1
images\augmented\38_4_flip.jpg,1
images\augmented\38_4_flip3.jpg,1
images\augmented\38_4_flip4.jpg,1
images\augmented\38_4_gray.jpg,1
images\augmented\38_4_original.jpg,1
images\augmented\38_4_sobel.jpg,1
images\augmented\38_5_flip.jpg,1
images\augmented\38_5_flip3.jpg,1
images\augmented\38_5_flip4.jpg,1
images\augmented\38_5_gray.jpg,1
images\augmented\38_5_original.jpg,1
